country,player,club,forward_or_back,stat,count
France,Dorian Aldegheri,Toulouse,Forward,six_nations_matches,4
France,Dorian Aldegheri,Toulouse,Forward,six_nations_start,0
France,Dorian Aldegheri,Toulouse,Forward,six_nations_sub,4
France,Dorian Aldegheri,Toulouse,Forward,six_nations_pts,0
France,Dorian Aldegheri,Toulouse,Forward,six_nations_tries,0
France,Dorian Aldegheri,Toulouse,Forward,six_nations_conv,0
France,Dorian Aldegheri,Toulouse,Forward,six_nations_penalties,0
France,Dorian Aldegheri,Toulouse,Forward,six_nations_drop,0
France,Dorian Aldegheri,Toulouse,Forward,x2019_metres_gained,6
France,Dorian Aldegheri,Toulouse,Forward,x2019_carries,5
France,Dorian Aldegheri,Toulouse,Forward,x2019_six_nations_metres_per_carry,1.2
France,Dorian Aldegheri,Toulouse,Forward,x2019_minutes_played,56
France,Dorian Aldegheri,Toulouse,Forward,x2019_points,0
France,Dorian Aldegheri,Toulouse,Forward,x2019_tries,0
France,Dorian Aldegheri,Toulouse,Forward,x2019_try_assists,0
France,Dorian Aldegheri,Toulouse,Forward,x2019_conversions,0
France,Dorian Aldegheri,Toulouse,Forward,x2019_penalty_goals,0
France,Dorian Aldegheri,Toulouse,Forward,x2019_drop_goals,0
France,Dorian Aldegheri,Toulouse,Forward,x2019_defenders_beaten,1
France,Dorian Aldegheri,Toulouse,Forward,x2019_clean_breaks,1
France,Dorian Aldegheri,Toulouse,Forward,x2019_gain_line_successes,2
France,Dorian Aldegheri,Toulouse,Forward,x2019_interceptions,0
France,Dorian Aldegheri,Toulouse,Forward,x2019_passes_made,0
France,Dorian Aldegheri,Toulouse,Forward,x2019_off_loads_made,0
France,Dorian Aldegheri,Toulouse,Forward,x2019_tackles_made,8
France,Dorian Aldegheri,Toulouse,Forward,x2019_missed_tackles,3
France,Dorian Aldegheri,Toulouse,Forward,x2019_turnovers_won,0
France,Dorian Aldegheri,Toulouse,Forward,x2019_turnovers_conceded,1
France,Dorian Aldegheri,Toulouse,Forward,x2019_handling_errors,1
France,Dorian Aldegheri,Toulouse,Forward,x2019_penalties_conceded,4
France,Dorian Aldegheri,Toulouse,Forward,x2019_kicks_from_hand,0
France,Dorian Aldegheri,Toulouse,Forward,x2019_kicks_caught,0
France,Dorian Aldegheri,Toulouse,Forward,x2019_successful_lineout_takes,0
France,Dorian Aldegheri,Toulouse,Forward,x2019_stolen_lineouts,0
France,Dorian Aldegheri,Toulouse,Forward,x2019_yellow_cards,1
France,Dorian Aldegheri,Toulouse,Forward,x2019_red_cards,0
France,Cyril Baille,Toulouse,Forward,six_nations_matches,5
France,Cyril Baille,Toulouse,Forward,six_nations_start,5
France,Cyril Baille,Toulouse,Forward,six_nations_sub,0
France,Cyril Baille,Toulouse,Forward,six_nations_pts,0
France,Cyril Baille,Toulouse,Forward,six_nations_tries,0
France,Cyril Baille,Toulouse,Forward,six_nations_conv,0
France,Cyril Baille,Toulouse,Forward,six_nations_penalties,0
France,Cyril Baille,Toulouse,Forward,six_nations_drop,0
France,Cyril Baille,Toulouse,Forward,scrum_score,71
France,Cyril Baille,Toulouse,Forward,lineout_score,75
France,Demba Bamba,Brive,Forward,six_nations_matches,5
France,Demba Bamba,Brive,Forward,six_nations_start,4
France,Demba Bamba,Brive,Forward,six_nations_sub,1
France,Demba Bamba,Brive,Forward,six_nations_pts,0
France,Demba Bamba,Brive,Forward,six_nations_tries,0
France,Demba Bamba,Brive,Forward,six_nations_conv,0
France,Demba Bamba,Brive,Forward,six_nations_penalties,0
France,Demba Bamba,Brive,Forward,six_nations_drop,0
France,Demba Bamba,Brive,Forward,scrum_score,64
France,Demba Bamba,Brive,Forward,lineout_score,73
France,Demba Bamba,Brive,Forward,x2019_metres_gained,54
France,Demba Bamba,Brive,Forward,x2019_carries,42
France,Demba Bamba,Brive,Forward,x2019_six_nations_metres_per_carry,1.2857142857142858
France,Demba Bamba,Brive,Forward,x2019_minutes_played,303
France,Demba Bamba,Brive,Forward,x2019_points,0
France,Demba Bamba,Brive,Forward,x2019_tries,0
France,Demba Bamba,Brive,Forward,x2019_try_assists,0
France,Demba Bamba,Brive,Forward,x2019_conversions,0
France,Demba Bamba,Brive,Forward,x2019_penalty_goals,0
France,Demba Bamba,Brive,Forward,x2019_drop_goals,0
France,Demba Bamba,Brive,Forward,x2019_defenders_beaten,14
France,Demba Bamba,Brive,Forward,x2019_clean_breaks,0
France,Demba Bamba,Brive,Forward,x2019_gain_line_successes,22
France,Demba Bamba,Brive,Forward,x2019_interceptions,0
France,Demba Bamba,Brive,Forward,x2019_passes_made,4
France,Demba Bamba,Brive,Forward,x2019_off_loads_made,3
France,Demba Bamba,Brive,Forward,x2019_tackles_made,38
France,Demba Bamba,Brive,Forward,x2019_missed_tackles,5
France,Demba Bamba,Brive,Forward,x2019_turnovers_won,0
France,Demba Bamba,Brive,Forward,x2019_turnovers_conceded,5
France,Demba Bamba,Brive,Forward,x2019_handling_errors,4
France,Demba Bamba,Brive,Forward,x2019_penalties_conceded,8
France,Demba Bamba,Brive,Forward,x2019_kicks_from_hand,0
France,Demba Bamba,Brive,Forward,x2019_kicks_caught,0
France,Demba Bamba,Brive,Forward,x2019_successful_lineout_takes,1
France,Demba Bamba,Brive,Forward,x2019_stolen_lineouts,0
France,Demba Bamba,Brive,Forward,x2019_yellow_cards,0
France,Demba Bamba,Brive,Forward,x2019_red_cards,0
France,Camille Chat,Racing 92,Forward,six_nations_matches,9
France,Camille Chat,Racing 92,Forward,six_nations_start,0
France,Camille Chat,Racing 92,Forward,six_nations_sub,9
France,Camille Chat,Racing 92,Forward,six_nations_pts,5
France,Camille Chat,Racing 92,Forward,six_nations_tries,1
France,Camille Chat,Racing 92,Forward,six_nations_conv,0
France,Camille Chat,Racing 92,Forward,six_nations_penalties,0
France,Camille Chat,Racing 92,Forward,six_nations_drop,0
France,Camille Chat,Racing 92,Forward,scrum_score,66
France,Camille Chat,Racing 92,Forward,lineout_score,78
France,Camille Chat,Racing 92,Forward,jackal,86
France,Camille Chat,Racing 92,Forward,x2019_metres_gained,39
France,Camille Chat,Racing 92,Forward,x2019_carries,10
France,Camille Chat,Racing 92,Forward,x2019_six_nations_metres_per_carry,3.9
France,Camille Chat,Racing 92,Forward,x2019_minutes_played,82
France,Camille Chat,Racing 92,Forward,x2019_points,5
France,Camille Chat,Racing 92,Forward,x2019_tries,1
France,Camille Chat,Racing 92,Forward,x2019_try_assists,0
France,Camille Chat,Racing 92,Forward,x2019_conversions,0
France,Camille Chat,Racing 92,Forward,x2019_penalty_goals,0
France,Camille Chat,Racing 92,Forward,x2019_drop_goals,0
France,Camille Chat,Racing 92,Forward,x2019_defenders_beaten,4
France,Camille Chat,Racing 92,Forward,x2019_clean_breaks,0
France,Camille Chat,Racing 92,Forward,x2019_gain_line_successes,7
France,Camille Chat,Racing 92,Forward,x2019_interceptions,0
France,Camille Chat,Racing 92,Forward,x2019_passes_made,0
France,Camille Chat,Racing 92,Forward,x2019_off_loads_made,0
France,Camille Chat,Racing 92,Forward,x2019_tackles_made,22
France,Camille Chat,Racing 92,Forward,x2019_missed_tackles,3
France,Camille Chat,Racing 92,Forward,x2019_turnovers_won,1
France,Camille Chat,Racing 92,Forward,x2019_turnovers_conceded,0
France,Camille Chat,Racing 92,Forward,x2019_handling_errors,0
France,Camille Chat,Racing 92,Forward,x2019_penalties_conceded,4
France,Camille Chat,Racing 92,Forward,x2019_kicks_from_hand,0
France,Camille Chat,Racing 92,Forward,x2019_kicks_caught,0
France,Camille Chat,Racing 92,Forward,x2019_successful_lineout_takes,0
France,Camille Chat,Racing 92,Forward,x2019_stolen_lineouts,0
France,Camille Chat,Racing 92,Forward,x2019_yellow_cards,1
France,Camille Chat,Racing 92,Forward,x2019_red_cards,0
France,Anthony Etrillard,Touloun,Forward,scrum_score,79
France,Anthony Etrillard,Touloun,Forward,lineout_score,78
France,Anthony Etrillard,Touloun,Forward,jackal,73
France,Jean-Baptiste Gros,Touloun,Forward,scrum_score,79
France,Jean-Baptiste Gros,Touloun,Forward,lineout_score,76
France,Mohamed Haouas,Montpellier,Forward,scrum_score,63
France,Mohamed Haouas,Montpellier,Forward,lineout_score,62
France,Julien Marchand,Toulouse,Forward,six_nations_matches,1
France,Julien Marchand,Toulouse,Forward,six_nations_start,0
France,Julien Marchand,Toulouse,Forward,six_nations_sub,1
France,Julien Marchand,Toulouse,Forward,six_nations_pts,0
France,Julien Marchand,Toulouse,Forward,six_nations_tries,0
France,Julien Marchand,Toulouse,Forward,six_nations_conv,0
France,Julien Marchand,Toulouse,Forward,six_nations_penalties,0
France,Julien Marchand,Toulouse,Forward,six_nations_drop,0
France,Julien Marchand,Toulouse,Forward,scrum_score,60
France,Julien Marchand,Toulouse,Forward,lineout_score,71
France,Julien Marchand,Toulouse,Forward,jackal,84
France,Julien Marchand,Toulouse,Forward,x2019_metres_gained,18
France,Julien Marchand,Toulouse,Forward,x2019_carries,7
France,Julien Marchand,Toulouse,Forward,x2019_six_nations_metres_per_carry,2.5714285714285716
France,Julien Marchand,Toulouse,Forward,x2019_minutes_played,23
France,Julien Marchand,Toulouse,Forward,x2019_points,0
France,Julien Marchand,Toulouse,Forward,x2019_tries,0
France,Julien Marchand,Toulouse,Forward,x2019_try_assists,0
France,Julien Marchand,Toulouse,Forward,x2019_conversions,0
France,Julien Marchand,Toulouse,Forward,x2019_penalty_goals,0
France,Julien Marchand,Toulouse,Forward,x2019_drop_goals,0
France,Julien Marchand,Toulouse,Forward,x2019_defenders_beaten,3
France,Julien Marchand,Toulouse,Forward,x2019_clean_breaks,0
France,Julien Marchand,Toulouse,Forward,x2019_gain_line_successes,3
France,Julien Marchand,Toulouse,Forward,x2019_interceptions,0
France,Julien Marchand,Toulouse,Forward,x2019_passes_made,1
France,Julien Marchand,Toulouse,Forward,x2019_off_loads_made,0
France,Julien Marchand,Toulouse,Forward,x2019_tackles_made,2
France,Julien Marchand,Toulouse,Forward,x2019_missed_tackles,0
France,Julien Marchand,Toulouse,Forward,x2019_turnovers_won,0
France,Julien Marchand,Toulouse,Forward,x2019_turnovers_conceded,1
France,Julien Marchand,Toulouse,Forward,x2019_handling_errors,1
France,Julien Marchand,Toulouse,Forward,x2019_penalties_conceded,0
France,Julien Marchand,Toulouse,Forward,x2019_kicks_from_hand,0
France,Julien Marchand,Toulouse,Forward,x2019_kicks_caught,0
France,Julien Marchand,Toulouse,Forward,x2019_successful_lineout_takes,0
France,Julien Marchand,Toulouse,Forward,x2019_stolen_lineouts,0
France,Julien Marchand,Toulouse,Forward,x2019_yellow_cards,0
France,Julien Marchand,Toulouse,Forward,x2019_red_cards,0
France,Jefferson Poirot,Bordeaux,Forward,six_nations_matches,14
France,Jefferson Poirot,Bordeaux,Forward,six_nations_start,13
France,Jefferson Poirot,Bordeaux,Forward,six_nations_sub,1
France,Jefferson Poirot,Bordeaux,Forward,six_nations_pts,0
France,Jefferson Poirot,Bordeaux,Forward,six_nations_tries,0
France,Jefferson Poirot,Bordeaux,Forward,six_nations_conv,0
France,Jefferson Poirot,Bordeaux,Forward,six_nations_penalties,0
France,Jefferson Poirot,Bordeaux,Forward,six_nations_drop,0
France,Jefferson Poirot,Bordeaux,Forward,scrum_score,64
France,Jefferson Poirot,Bordeaux,Forward,lineout_score,77
France,Jefferson Poirot,Bordeaux,Forward,x2019_metres_gained,16
France,Jefferson Poirot,Bordeaux,Forward,x2019_carries,21
France,Jefferson Poirot,Bordeaux,Forward,x2019_six_nations_metres_per_carry,0.7619047619047619
France,Jefferson Poirot,Bordeaux,Forward,x2019_minutes_played,220
France,Jefferson Poirot,Bordeaux,Forward,x2019_points,0
France,Jefferson Poirot,Bordeaux,Forward,x2019_tries,0
France,Jefferson Poirot,Bordeaux,Forward,x2019_try_assists,0
France,Jefferson Poirot,Bordeaux,Forward,x2019_conversions,0
France,Jefferson Poirot,Bordeaux,Forward,x2019_penalty_goals,0
France,Jefferson Poirot,Bordeaux,Forward,x2019_drop_goals,0
France,Jefferson Poirot,Bordeaux,Forward,x2019_defenders_beaten,2
France,Jefferson Poirot,Bordeaux,Forward,x2019_clean_breaks,1
France,Jefferson Poirot,Bordeaux,Forward,x2019_gain_line_successes,6
France,Jefferson Poirot,Bordeaux,Forward,x2019_interceptions,0
France,Jefferson Poirot,Bordeaux,Forward,x2019_passes_made,7
France,Jefferson Poirot,Bordeaux,Forward,x2019_off_loads_made,1
France,Jefferson Poirot,Bordeaux,Forward,x2019_tackles_made,29
France,Jefferson Poirot,Bordeaux,Forward,x2019_missed_tackles,5
France,Jefferson Poirot,Bordeaux,Forward,x2019_turnovers_won,0
France,Jefferson Poirot,Bordeaux,Forward,x2019_turnovers_conceded,0
France,Jefferson Poirot,Bordeaux,Forward,x2019_handling_errors,0
France,Jefferson Poirot,Bordeaux,Forward,x2019_penalties_conceded,3
France,Jefferson Poirot,Bordeaux,Forward,x2019_kicks_from_hand,0
France,Jefferson Poirot,Bordeaux,Forward,x2019_kicks_caught,0
France,Jefferson Poirot,Bordeaux,Forward,x2019_successful_lineout_takes,0
France,Jefferson Poirot,Bordeaux,Forward,x2019_stolen_lineouts,0
France,Jefferson Poirot,Bordeaux,Forward,x2019_yellow_cards,0
France,Jefferson Poirot,Bordeaux,Forward,x2019_red_cards,0
France,Cyril Cazeaux,Bordeaux,Forward,lineout_score,72
France,Cyril Cazeaux,Bordeaux,Forward,line_out_take,79
France,Cyril Cazeaux,Bordeaux,Forward,line_out_steal,81
France,Killian Geraci,Grenoble,Forward,lineout_score,66
France,Killian Geraci,Grenoble,Forward,line_out_take,79
France,Killian Geraci,Grenoble,Forward,line_out_steal,81
France,Bernard Le Roux,Racing 92,Forward,six_nations_matches,12
France,Bernard Le Roux,Racing 92,Forward,six_nations_start,9
France,Bernard Le Roux,Racing 92,Forward,six_nations_sub,3
France,Bernard Le Roux,Racing 92,Forward,six_nations_pts,0
France,Bernard Le Roux,Racing 92,Forward,six_nations_tries,0
France,Bernard Le Roux,Racing 92,Forward,six_nations_conv,0
France,Bernard Le Roux,Racing 92,Forward,six_nations_penalties,0
France,Bernard Le Roux,Racing 92,Forward,six_nations_drop,0
France,Bernard Le Roux,Racing 92,Forward,jackal,72
France,Bernard Le Roux,Racing 92,Forward,tackle_turnover,65
France,Bernard Le Roux,Racing 92,Forward,snaffle,67
France,Boris Palu,Racing 92,Forward,lineout_score,79
France,Boris Palu,Racing 92,Forward,line_out_take,83
France,Boris Palu,Racing 92,Forward,line_out_steal,82
France,Romain Taofifenua,Touloun,Forward,six_nations_matches,8
France,Romain Taofifenua,Touloun,Forward,six_nations_start,1
France,Romain Taofifenua,Touloun,Forward,six_nations_sub,7
France,Romain Taofifenua,Touloun,Forward,six_nations_pts,5
France,Romain Taofifenua,Touloun,Forward,six_nations_tries,1
France,Romain Taofifenua,Touloun,Forward,six_nations_conv,0
France,Romain Taofifenua,Touloun,Forward,six_nations_penalties,0
France,Romain Taofifenua,Touloun,Forward,six_nations_drop,0
France,Romain Taofifenua,Touloun,Forward,lineout_score,75
France,Romain Taofifenua,Touloun,Forward,line_out_take,79
France,Romain Taofifenua,Touloun,Forward,line_out_steal,81
France,Paul Willemse,Montpellier,Forward,six_nations_matches,5
France,Paul Willemse,Montpellier,Forward,six_nations_start,2
France,Paul Willemse,Montpellier,Forward,six_nations_sub,3
France,Paul Willemse,Montpellier,Forward,six_nations_pts,0
France,Paul Willemse,Montpellier,Forward,six_nations_tries,0
France,Paul Willemse,Montpellier,Forward,six_nations_conv,0
France,Paul Willemse,Montpellier,Forward,six_nations_penalties,0
France,Paul Willemse,Montpellier,Forward,six_nations_drop,0
France,Paul Willemse,Montpellier,Forward,lineout_score,73
France,Paul Willemse,Montpellier,Forward,line_out_take,80
France,Paul Willemse,Montpellier,Forward,line_out_steal,81
France,Paul Willemse,Montpellier,Forward,x2019_metres_gained,31
France,Paul Willemse,Montpellier,Forward,x2019_carries,18
France,Paul Willemse,Montpellier,Forward,x2019_six_nations_metres_per_carry,1.7222222222222223
France,Paul Willemse,Montpellier,Forward,x2019_minutes_played,174
France,Paul Willemse,Montpellier,Forward,x2019_points,0
France,Paul Willemse,Montpellier,Forward,x2019_tries,0
France,Paul Willemse,Montpellier,Forward,x2019_try_assists,0
France,Paul Willemse,Montpellier,Forward,x2019_conversions,0
France,Paul Willemse,Montpellier,Forward,x2019_penalty_goals,0
France,Paul Willemse,Montpellier,Forward,x2019_drop_goals,0
France,Paul Willemse,Montpellier,Forward,x2019_defenders_beaten,1
France,Paul Willemse,Montpellier,Forward,x2019_clean_breaks,0
France,Paul Willemse,Montpellier,Forward,x2019_gain_line_successes,11
France,Paul Willemse,Montpellier,Forward,x2019_interceptions,0
France,Paul Willemse,Montpellier,Forward,x2019_passes_made,4
France,Paul Willemse,Montpellier,Forward,x2019_off_loads_made,0
France,Paul Willemse,Montpellier,Forward,x2019_tackles_made,26
France,Paul Willemse,Montpellier,Forward,x2019_missed_tackles,5
France,Paul Willemse,Montpellier,Forward,x2019_turnovers_won,2
France,Paul Willemse,Montpellier,Forward,x2019_turnovers_conceded,1
France,Paul Willemse,Montpellier,Forward,x2019_handling_errors,0
France,Paul Willemse,Montpellier,Forward,x2019_penalties_conceded,0
France,Paul Willemse,Montpellier,Forward,x2019_kicks_from_hand,0
France,Paul Willemse,Montpellier,Forward,x2019_kicks_caught,0
France,Paul Willemse,Montpellier,Forward,x2019_successful_lineout_takes,7
France,Paul Willemse,Montpellier,Forward,x2019_stolen_lineouts,0
France,Paul Willemse,Montpellier,Forward,x2019_yellow_cards,0
France,Paul Willemse,Montpellier,Forward,x2019_red_cards,0
France,Gregory Alldritt,La Rochelle,Forward,jackal,84
France,Gregory Alldritt,La Rochelle,Forward,tackle_turnover,71
France,Gregory Alldritt,La Rochelle,Forward,snaffle,62
France,Dylan Cretin,Lyon,Forward,attacking,74
France,Dylan Cretin,Lyon,Forward,scrum_score,73
France,Dylan Cretin,Lyon,Forward,pass_complete,74
France,Francois Cros,Toulouse,Forward,jackal,74
France,Francois Cros,Toulouse,Forward,tackle_turnover,72
France,Francois Cros,Toulouse,Forward,snaffle,61
France,Alexandre Fischer,Castres,Forward,jackal,85
France,Alexandre Fischer,Castres,Forward,tackle_turnover,67
France,Alexandre Fischer,Castres,Forward,snaffle,53
France,Sekou Macalou,Stade Francais,Forward,jackal,86
France,Sekou Macalou,Stade Francais,Forward,tackle_turnover,86
France,Sekou Macalou,Stade Francais,Forward,snaffle,67
France,Charles Ollivon,Touloun,Forward,six_nations_matches,1
France,Charles Ollivon,Touloun,Forward,six_nations_start,0
France,Charles Ollivon,Touloun,Forward,six_nations_sub,1
France,Charles Ollivon,Touloun,Forward,six_nations_pts,0
France,Charles Ollivon,Touloun,Forward,six_nations_tries,0
France,Charles Ollivon,Touloun,Forward,six_nations_conv,0
France,Charles Ollivon,Touloun,Forward,six_nations_penalties,0
France,Charles Ollivon,Touloun,Forward,six_nations_drop,0
France,Charles Ollivon,Touloun,Forward,attacking,66
France,Charles Ollivon,Touloun,Forward,scrum_score,61
France,Charles Ollivon,Touloun,Forward,pass_complete,29
France,Selevasio Tolofua,Toulouse,Forward,jackal,68
France,Selevasio Tolofua,Toulouse,Forward,tackle_turnover,70
France,Selevasio Tolofua,Toulouse,Forward,snaffle,60
France,Cameron Woki,Bordeaux,Forward,jackal,71
France,Cameron Woki,Bordeaux,Forward,tackle_turnover,63
France,Cameron Woki,Bordeaux,Forward,snaffle,71
France,Antoine Dupont,Toulouse,Back,six_nations_matches,7
France,Antoine Dupont,Toulouse,Back,six_nations_start,3
France,Antoine Dupont,Toulouse,Back,six_nations_sub,4
France,Antoine Dupont,Toulouse,Back,six_nations_pts,5
France,Antoine Dupont,Toulouse,Back,six_nations_tries,1
France,Antoine Dupont,Toulouse,Back,six_nations_conv,0
France,Antoine Dupont,Toulouse,Back,six_nations_penalties,0
France,Antoine Dupont,Toulouse,Back,six_nations_drop,0
France,Antoine Dupont,Toulouse,Back,territorial_kick_meters,90
France,Antoine Dupont,Toulouse,Back,pass_complete,79
France,Antoine Dupont,Toulouse,Back,x2019_metres_gained,178
France,Antoine Dupont,Toulouse,Back,x2019_carries,40
France,Antoine Dupont,Toulouse,Back,x2019_six_nations_metres_per_carry,4.45
France,Antoine Dupont,Toulouse,Back,x2019_minutes_played,229
France,Antoine Dupont,Toulouse,Back,x2019_points,5
France,Antoine Dupont,Toulouse,Back,x2019_tries,1
France,Antoine Dupont,Toulouse,Back,x2019_try_assists,1
France,Antoine Dupont,Toulouse,Back,x2019_conversions,0
France,Antoine Dupont,Toulouse,Back,x2019_penalty_goals,0
France,Antoine Dupont,Toulouse,Back,x2019_drop_goals,0
France,Antoine Dupont,Toulouse,Back,x2019_defenders_beaten,17
France,Antoine Dupont,Toulouse,Back,x2019_clean_breaks,8
France,Antoine Dupont,Toulouse,Back,x2019_gain_line_successes,13
France,Antoine Dupont,Toulouse,Back,x2019_interceptions,0
France,Antoine Dupont,Toulouse,Back,x2019_passes_made,182
France,Antoine Dupont,Toulouse,Back,x2019_off_loads_made,7
France,Antoine Dupont,Toulouse,Back,x2019_tackles_made,21
France,Antoine Dupont,Toulouse,Back,x2019_missed_tackles,4
France,Antoine Dupont,Toulouse,Back,x2019_turnovers_won,6
France,Antoine Dupont,Toulouse,Back,x2019_turnovers_conceded,8
France,Antoine Dupont,Toulouse,Back,x2019_handling_errors,6
France,Antoine Dupont,Toulouse,Back,x2019_penalties_conceded,0
France,Antoine Dupont,Toulouse,Back,x2019_kicks_from_hand,36
France,Antoine Dupont,Toulouse,Back,x2019_kicks_caught,6
France,Antoine Dupont,Toulouse,Back,x2019_successful_lineout_takes,1
France,Antoine Dupont,Toulouse,Back,x2019_stolen_lineouts,0
France,Antoine Dupont,Toulouse,Back,x2019_yellow_cards,0
France,Antoine Dupont,Toulouse,Back,x2019_red_cards,0
France,Baptiste Serin,Bordeaux,Back,six_nations_matches,10
France,Baptiste Serin,Bordeaux,Back,six_nations_start,5
France,Baptiste Serin,Bordeaux,Back,six_nations_sub,5
France,Baptiste Serin,Bordeaux,Back,six_nations_pts,12
France,Baptiste Serin,Bordeaux,Back,six_nations_tries,0
France,Baptiste Serin,Bordeaux,Back,six_nations_conv,3
France,Baptiste Serin,Bordeaux,Back,six_nations_penalties,2
France,Baptiste Serin,Bordeaux,Back,six_nations_drop,0
France,Baptiste Serin,Bordeaux,Back,territorial_kick_meters,88
France,Baptiste Serin,Bordeaux,Back,pass_complete,76
France,Baptiste Serin,Bordeaux,Back,x2019_metres_gained,15
France,Baptiste Serin,Bordeaux,Back,x2019_carries,3
France,Baptiste Serin,Bordeaux,Back,x2019_six_nations_metres_per_carry,5
France,Baptiste Serin,Bordeaux,Back,x2019_minutes_played,68
France,Baptiste Serin,Bordeaux,Back,x2019_points,6
France,Baptiste Serin,Bordeaux,Back,x2019_tries,0
France,Baptiste Serin,Bordeaux,Back,x2019_try_assists,0
France,Baptiste Serin,Bordeaux,Back,x2019_conversions,3
France,Baptiste Serin,Bordeaux,Back,x2019_penalty_goals,0
France,Baptiste Serin,Bordeaux,Back,x2019_drop_goals,0
France,Baptiste Serin,Bordeaux,Back,x2019_defenders_beaten,0
France,Baptiste Serin,Bordeaux,Back,x2019_clean_breaks,0
France,Baptiste Serin,Bordeaux,Back,x2019_gain_line_successes,1
France,Baptiste Serin,Bordeaux,Back,x2019_interceptions,0
France,Baptiste Serin,Bordeaux,Back,x2019_passes_made,79
France,Baptiste Serin,Bordeaux,Back,x2019_off_loads_made,1
France,Baptiste Serin,Bordeaux,Back,x2019_tackles_made,11
France,Baptiste Serin,Bordeaux,Back,x2019_missed_tackles,1
France,Baptiste Serin,Bordeaux,Back,x2019_turnovers_won,1
France,Baptiste Serin,Bordeaux,Back,x2019_turnovers_conceded,1
France,Baptiste Serin,Bordeaux,Back,x2019_handling_errors,1
France,Baptiste Serin,Bordeaux,Back,x2019_penalties_conceded,0
France,Baptiste Serin,Bordeaux,Back,x2019_kicks_from_hand,11
France,Baptiste Serin,Bordeaux,Back,x2019_kicks_caught,2
France,Baptiste Serin,Bordeaux,Back,x2019_successful_lineout_takes,0
France,Baptiste Serin,Bordeaux,Back,x2019_stolen_lineouts,0
France,Baptiste Serin,Bordeaux,Back,x2019_yellow_cards,0
France,Baptiste Serin,Bordeaux,Back,x2019_red_cards,0
France,Louis Carbonel,Touloun,Back,try_saver,29
France,Louis Carbonel,Touloun,Back,mark,87
France,Louis Carbonel,Touloun,Back,defensive_catch,78
France,Matthieu Jalibert,Bordeaux,Back,six_nations_matches,1
France,Matthieu Jalibert,Bordeaux,Back,six_nations_start,1
France,Matthieu Jalibert,Bordeaux,Back,six_nations_sub,0
France,Matthieu Jalibert,Bordeaux,Back,six_nations_pts,0
France,Matthieu Jalibert,Bordeaux,Back,six_nations_tries,0
France,Matthieu Jalibert,Bordeaux,Back,six_nations_conv,0
France,Matthieu Jalibert,Bordeaux,Back,six_nations_penalties,0
France,Matthieu Jalibert,Bordeaux,Back,six_nations_drop,0
France,Matthieu Jalibert,Bordeaux,Back,attacking,76
France,Matthieu Jalibert,Bordeaux,Back,territorial_kick_meters,45
France,Matthieu Jalibert,Bordeaux,Back,goal_success,89
France,Romain Ntamack,Toulouse,Back,six_nations_matches,5
France,Romain Ntamack,Toulouse,Back,six_nations_start,4
France,Romain Ntamack,Toulouse,Back,six_nations_sub,1
France,Romain Ntamack,Toulouse,Back,six_nations_pts,15
France,Romain Ntamack,Toulouse,Back,six_nations_tries,1
France,Romain Ntamack,Toulouse,Back,six_nations_conv,2
France,Romain Ntamack,Toulouse,Back,six_nations_penalties,1
France,Romain Ntamack,Toulouse,Back,six_nations_drop,1
France,Romain Ntamack,Toulouse,Back,attacking,66
France,Romain Ntamack,Toulouse,Back,territorial_kick_meters,86
France,Romain Ntamack,Toulouse,Back,goal_success,89
France,Romain Ntamack,Toulouse,Back,x2019_metres_gained,75
France,Romain Ntamack,Toulouse,Back,x2019_carries,34
France,Romain Ntamack,Toulouse,Back,x2019_six_nations_metres_per_carry,2.2058823529411766
France,Romain Ntamack,Toulouse,Back,x2019_minutes_played,344
France,Romain Ntamack,Toulouse,Back,x2019_points,15
France,Romain Ntamack,Toulouse,Back,x2019_tries,1
France,Romain Ntamack,Toulouse,Back,x2019_try_assists,1
France,Romain Ntamack,Toulouse,Back,x2019_conversions,2
France,Romain Ntamack,Toulouse,Back,x2019_penalty_goals,1
France,Romain Ntamack,Toulouse,Back,x2019_drop_goals,1
France,Romain Ntamack,Toulouse,Back,x2019_defenders_beaten,8
France,Romain Ntamack,Toulouse,Back,x2019_clean_breaks,1
France,Romain Ntamack,Toulouse,Back,x2019_gain_line_successes,14
France,Romain Ntamack,Toulouse,Back,x2019_interceptions,1
France,Romain Ntamack,Toulouse,Back,x2019_passes_made,58
France,Romain Ntamack,Toulouse,Back,x2019_off_loads_made,2
France,Romain Ntamack,Toulouse,Back,x2019_tackles_made,48
France,Romain Ntamack,Toulouse,Back,x2019_missed_tackles,11
France,Romain Ntamack,Toulouse,Back,x2019_turnovers_won,2
France,Romain Ntamack,Toulouse,Back,x2019_turnovers_conceded,4
France,Romain Ntamack,Toulouse,Back,x2019_handling_errors,2
France,Romain Ntamack,Toulouse,Back,x2019_penalties_conceded,1
France,Romain Ntamack,Toulouse,Back,x2019_kicks_from_hand,22
France,Romain Ntamack,Toulouse,Back,x2019_kicks_caught,3
France,Romain Ntamack,Toulouse,Back,x2019_successful_lineout_takes,0
France,Romain Ntamack,Toulouse,Back,x2019_stolen_lineouts,0
France,Romain Ntamack,Toulouse,Back,x2019_yellow_cards,0
France,Romain Ntamack,Toulouse,Back,x2019_red_cards,0
France,Gael Fickou,Stade Francais,Back,six_nations_matches,24
